client_slot,variant,user_id,email
009,NONE,b5f42841-6cf9-4331-aa10-c3b981059d44,bench-none-009@mg.amokrzycki.ovh
009,EMAIL_OTP,fc30e75e-9de6-49b0-9820-bd5bb74a542f,bench-mail-009@mg.amokrzycki.ovh
009,TOTP,df6a618d-049a-4ea6-8bd1-fa112b736a50,bench-totp-009@mg.amokrzycki.ovh
009,WEBAUTHN,7c0ddbb9-0d22-43c5-945d-943290eff768,bench-waut-009@mg.amokrzycki.ovh
010,NONE,f56415e1-80d9-4568-8547-fd6565cf7498,bench-none-010@mg.amokrzycki.ovh
010,EMAIL_OTP,6e6cde0e-6524-4488-93d1-74716950255c,bench-mail-010@mg.amokrzycki.ovh
010,TOTP,def3c855-6ddd-40e9-99c9-639e1da2dc87,bench-totp-010@mg.amokrzycki.ovh
010,WEBAUTHN,d8cd2331-a689-45c4-9b8d-cbf137250b60,bench-waut-010@mg.amokrzycki.ovh
011,NONE,c28b1a30-e53f-4677-acc6-eafe824f88b4,bench-none-011@mg.amokrzycki.ovh
011,EMAIL_OTP,1ca39d5d-627c-4b27-9351-120908aede19,bench-mail-011@mg.amokrzycki.ovh
011,TOTP,9be8bc9a-b43d-4f3d-9590-bc5e5de8d422,bench-totp-011@mg.amokrzycki.ovh
011,WEBAUTHN,10e109bb-ab11-4717-870c-81d1f028d947,bench-waut-011@mg.amokrzycki.ovh
012,NONE,eebbd22e-635d-4f22-a6b6-773e6f8e8c2c,bench-none-012@mg.amokrzycki.ovh
012,EMAIL_OTP,18b8da2c-add8-4e15-af7b-b6e207cc633a,bench-mail-012@mg.amokrzycki.ovh
012,TOTP,aa035fff-105d-4e29-9423-0dd9e0e7a11f,bench-totp-012@mg.amokrzycki.ovh
012,WEBAUTHN,e7083832-a476-418d-8d9b-cc3040246cb8,bench-waut-012@mg.amokrzycki.ovh
013,NONE,89a4d5e7-a513-410f-bb4e-9cd0122cda6a,bench-none-013@mg.amokrzycki.ovh
013,EMAIL_OTP,68b60fce-4fbc-44ca-b144-60d8d27be51f,bench-mail-013@mg.amokrzycki.ovh
013,TOTP,c6440fbc-19a8-4a04-9d5e-912f1e3975e4,bench-totp-013@mg.amokrzycki.ovh
013,WEBAUTHN,ec137594-bf60-4b2c-8e6d-7ca5aae169c2,bench-waut-013@mg.amokrzycki.ovh
014,NONE,ef5e8b11-fb65-4028-bc70-1202933bae2b,bench-none-014@mg.amokrzycki.ovh
014,EMAIL_OTP,d5507cd1-9c53-42e0-a5cf-6b8d9fc59a43,bench-mail-014@mg.amokrzycki.ovh
014,TOTP,2e6b6a87-6252-4036-9dea-7ae6609ebdb8,bench-totp-014@mg.amokrzycki.ovh
014,WEBAUTHN,d960c90c-4449-477d-88f3-6ee89b10b6a9,bench-waut-014@mg.amokrzycki.ovh
015,NONE,ab98ba8b-b263-4160-8c64-078d2334e3de,bench-none-015@mg.amokrzycki.ovh
015,EMAIL_OTP,8011fb7d-8aa3-489d-8dc5-7f9c86b8e57c,bench-mail-015@mg.amokrzycki.ovh
015,TOTP,8486e84c-ebcb-4848-b241-ad8cf07ab2a5,bench-totp-015@mg.amokrzycki.ovh
015,WEBAUTHN,b437fd24-2eaf-4498-bb8c-2d3c6ddb4f17,bench-waut-015@mg.amokrzycki.ovh
016,NONE,364c5012-e3ca-42b3-9147-a8c0f5022605,bench-none-016@mg.amokrzycki.ovh
016,EMAIL_OTP,9fddd957-1657-47f1-bc04-bb4b410267eb,bench-mail-016@mg.amokrzycki.ovh
016,TOTP,d58588a0-57ae-4641-a2e3-21b13a139217,bench-totp-016@mg.amokrzycki.ovh
016,WEBAUTHN,926c4172-1ea1-4386-8a91-f8872eb4cc5a,bench-waut-016@mg.amokrzycki.ovh
017,NONE,85e5bed5-24aa-41d8-a787-f9ce46c3c455,bench-none-017@mg.amokrzycki.ovh
017,EMAIL_OTP,7cb4a18c-3806-444b-89c8-80138bf8173a,bench-mail-017@mg.amokrzycki.ovh
017,TOTP,513fbd22-a65a-4519-8a78-0f0c1db91b88,bench-totp-017@mg.amokrzycki.ovh
017,WEBAUTHN,6103ba57-527f-40f8-89b9-b6ffd1bbfcea,bench-waut-017@mg.amokrzycki.ovh
018,NONE,29b319b8-86f3-466c-af78-65ef785b32ba,bench-none-018@mg.amokrzycki.ovh
018,EMAIL_OTP,e2ba6996-4198-499b-8e93-53ec3889a323,bench-mail-018@mg.amokrzycki.ovh
018,TOTP,34f5b359-d20c-4610-834e-5062b83b3b09,bench-totp-018@mg.amokrzycki.ovh
018,WEBAUTHN,33aeaf8d-b94c-473e-ab0f-54e22866fe41,bench-waut-018@mg.amokrzycki.ovh
019,NONE,12d76fc6-9c96-40ef-b82e-d9bfc7487fc3,bench-none-019@mg.amokrzycki.ovh
019,EMAIL_OTP,006deb34-2f7b-44e0-b4ef-212cea30cc5b,bench-mail-019@mg.amokrzycki.ovh
019,TOTP,50d926ad-482e-4596-a204-50afc223a99b,bench-totp-019@mg.amokrzycki.ovh
019,WEBAUTHN,86e9be2d-1532-4f1e-ab84-da5ff7e5368b,bench-waut-019@mg.amokrzycki.ovh
020,NONE,1b31097b-5f29-43f8-a4dd-20e238da5d0f,bench-none-020@mg.amokrzycki.ovh
020,EMAIL_OTP,d70c1f04-e5b6-44d9-837b-c4569bba0a55,bench-mail-020@mg.amokrzycki.ovh
020,TOTP,d82ed69e-908f-4e80-b70c-7a8cf8ffb95a,bench-totp-020@mg.amokrzycki.ovh
020,WEBAUTHN,a529784c-2c84-4ebe-b4a5-916e3caf771a,bench-waut-020@mg.amokrzycki.ovh
021,NONE,3b56daf1-f488-47ad-8825-2fa807f7e4f1,bench-none-021@mg.amokrzycki.ovh
021,EMAIL_OTP,8e4eb63f-dafe-4c4c-9773-2ec68f92a6d5,bench-mail-021@mg.amokrzycki.ovh
021,TOTP,f617618d-eba5-4fdf-bdf3-a8f8eacc3f49,bench-totp-021@mg.amokrzycki.ovh
021,WEBAUTHN,8a03d101-c419-4910-87ed-9d7b13f0b5f0,bench-waut-021@mg.amokrzycki.ovh
022,NONE,affee4f4-48c1-4340-9e37-27ab4a3cc6cd,bench-none-022@mg.amokrzycki.ovh
022,EMAIL_OTP,8eb11497-4069-452f-863a-4b9c2c5c2f94,bench-mail-022@mg.amokrzycki.ovh
022,TOTP,107e9e76-702c-4646-9522-b79eff8d3f06,bench-totp-022@mg.amokrzycki.ovh
022,WEBAUTHN,e742dea6-5699-467c-be4c-ef7ac26d422e,bench-waut-022@mg.amokrzycki.ovh
023,NONE,b6ce82ae-c4f5-470d-be09-08b3a9af0889,bench-none-023@mg.amokrzycki.ovh
023,EMAIL_OTP,d3e498fb-8d7b-41df-901e-099406efe74c,bench-mail-023@mg.amokrzycki.ovh
023,TOTP,d9605661-4eb8-4c23-a2f5-21f6068082f6,bench-totp-023@mg.amokrzycki.ovh
023,WEBAUTHN,cc9ac248-0ab9-4b18-a4ea-e61cb3d692b5,bench-waut-023@mg.amokrzycki.ovh
024,NONE,0c9ca891-2611-4be5-a057-32d3d35890f1,bench-none-024@mg.amokrzycki.ovh
024,EMAIL_OTP,e30c58cd-68d3-4b1e-bc75-ec6fba6bdaa9,bench-mail-024@mg.amokrzycki.ovh
024,TOTP,4908087a-72b9-49b6-bdfa-5b3860926a0a,bench-totp-024@mg.amokrzycki.ovh
024,WEBAUTHN,e9353e70-1327-4e4d-ae92-291b4e5ba92f,bench-waut-024@mg.amokrzycki.ovh
025,NONE,f18e70d4-26bf-4820-a3d9-1ddd476d1155,bench-none-025@mg.amokrzycki.ovh
025,EMAIL_OTP,2839579c-f68f-4c8d-8a7d-c7f3db0f3000,bench-mail-025@mg.amokrzycki.ovh
025,TOTP,d13afd9a-8c24-48bc-9822-b7de009cad83,bench-totp-025@mg.amokrzycki.ovh
025,WEBAUTHN,330878a5-f3ce-4f3e-8e05-80629357464b,bench-waut-025@mg.amokrzycki.ovh
026,NONE,0f619242-5522-41b5-a426-15b41cb8c288,bench-none-026@mg.amokrzycki.ovh
026,EMAIL_OTP,7a6d6a6c-2597-48bf-b061-d2fbd5f7c67d,bench-mail-026@mg.amokrzycki.ovh
026,TOTP,7faa17eb-6aa7-4d23-b7a6-0d6c2a9bd90b,bench-totp-026@mg.amokrzycki.ovh
026,WEBAUTHN,7738cea5-f6a9-4395-a3dd-2095faa024d1,bench-waut-026@mg.amokrzycki.ovh
027,NONE,44f4ff7a-8692-499b-a511-3fb70b9b143c,bench-none-027@mg.amokrzycki.ovh
027,EMAIL_OTP,6e71f1fa-3340-4cc9-b985-e29e0c51e415,bench-mail-027@mg.amokrzycki.ovh
027,TOTP,bcf668d1-72cb-4587-87db-727d80ac0102,bench-totp-027@mg.amokrzycki.ovh
027,WEBAUTHN,57953ca1-dfeb-473c-87cd-39e6383bc2bb,bench-waut-027@mg.amokrzycki.ovh
028,NONE,7ebda8a6-0550-4f67-a2b4-781291932099,bench-none-028@mg.amokrzycki.ovh
028,EMAIL_OTP,dfb0493c-d1aa-4257-b4c3-1158b41c1637,bench-mail-028@mg.amokrzycki.ovh
028,TOTP,4843bce1-99b5-4777-8667-60e428b7fe64,bench-totp-028@mg.amokrzycki.ovh
028,WEBAUTHN,4dc3a8b1-2546-4937-8f85-86fc237d9aac,bench-waut-028@mg.amokrzycki.ovh
029,NONE,a945fc49-baaa-445f-918b-cd9c73bf5606,bench-none-029@mg.amokrzycki.ovh
029,EMAIL_OTP,9351acb8-4712-4cf8-af13-5e20a9521dd4,bench-mail-029@mg.amokrzycki.ovh
029,TOTP,b0c79655-5ac8-49a9-a141-df8b12a80731,bench-totp-029@mg.amokrzycki.ovh
029,WEBAUTHN,12223a08-3df1-4cff-96bd-e9466f0e5fbd,bench-waut-029@mg.amokrzycki.ovh
030,NONE,ce63acb3-9ee9-4b48-8aa2-44414d5da94c,bench-none-030@mg.amokrzycki.ovh
030,EMAIL_OTP,19030f5e-0564-4ece-ba2a-93d48bcee080,bench-mail-030@mg.amokrzycki.ovh
030,TOTP,80987ba6-bfec-40f0-a5de-a09fa3537631,bench-totp-030@mg.amokrzycki.ovh
030,WEBAUTHN,e1c4ed83-5445-4d47-ab5d-cc32695ef08b,bench-waut-030@mg.amokrzycki.ovh
031,NONE,254910a3-5325-4a67-b5ae-2fd9711e7ea7,bench-none-031@mg.amokrzycki.ovh
031,EMAIL_OTP,723f28de-eb59-4e9c-a740-9555bb7e5f8d,bench-mail-031@mg.amokrzycki.ovh
031,TOTP,77c9cc47-3e88-45a6-a1ef-c301b5d28b32,bench-totp-031@mg.amokrzycki.ovh
031,WEBAUTHN,ee4ae939-7a73-4ce0-81cc-a258cf73978f,bench-waut-031@mg.amokrzycki.ovh
032,NONE,f9c461b7-ac71-491b-b36b-0b9861bebe32,bench-none-032@mg.amokrzycki.ovh
032,EMAIL_OTP,04f33bcf-e917-48b9-b443-37b422387ba4,bench-mail-032@mg.amokrzycki.ovh
032,TOTP,43c456bb-ba4c-4b16-a5d8-9c4da2ab3400,bench-totp-032@mg.amokrzycki.ovh
032,WEBAUTHN,38a06999-84e3-4a41-9f21-43facbb0bc83,bench-waut-032@mg.amokrzycki.ovh
033,NONE,97772fef-718e-48c4-9387-7dabfb451e91,bench-none-033@mg.amokrzycki.ovh
033,EMAIL_OTP,95440a2a-ffc8-40db-8a61-8b49531ebe16,bench-mail-033@mg.amokrzycki.ovh
033,TOTP,0f25dbf0-8e71-4d1a-8711-4a0e461a35c3,bench-totp-033@mg.amokrzycki.ovh
033,WEBAUTHN,7bb7352c-b55a-446b-84cc-8da3554c8ff7,bench-waut-033@mg.amokrzycki.ovh
034,NONE,ab55ce7b-0f77-47af-a9c8-0e407e8dc31c,bench-none-034@mg.amokrzycki.ovh
034,EMAIL_OTP,e6d9bce2-7538-48a3-af2f-35fbb1d6d720,bench-mail-034@mg.amokrzycki.ovh
034,TOTP,d5e0466a-c40a-4dbd-bf05-4d584698ace5,bench-totp-034@mg.amokrzycki.ovh
034,WEBAUTHN,4726a2e6-7fd5-4dd7-9d1b-10d66f2d757f,bench-waut-034@mg.amokrzycki.ovh
035,NONE,ccb4a39e-3abf-452f-95f4-7a1ffa70ea7f,bench-none-035@mg.amokrzycki.ovh
035,EMAIL_OTP,1f677cf0-4666-40d2-90b6-32b14dcfd33a,bench-mail-035@mg.amokrzycki.ovh
035,TOTP,1d96d864-242a-4b49-a75e-d9aa3d27a48c,bench-totp-035@mg.amokrzycki.ovh
035,WEBAUTHN,1d7edb2b-c428-4118-ac74-915e6a982c1a,bench-waut-035@mg.amokrzycki.ovh
036,NONE,22c97e52-760d-448d-96ce-30b577c8cdaa,bench-none-036@mg.amokrzycki.ovh
036,EMAIL_OTP,3f1c32ad-34c2-4841-9fbe-8727b885d1d8,bench-mail-036@mg.amokrzycki.ovh
036,TOTP,733d4aa6-9dac-43a1-b89a-1a1c3d5d964b,bench-totp-036@mg.amokrzycki.ovh
036,WEBAUTHN,1a7cf05b-671b-4e65-a2b2-d9fa9d2070d1,bench-waut-036@mg.amokrzycki.ovh
037,NONE,be99e12c-eab5-499a-94c0-4b04afb6a369,bench-none-037@mg.amokrzycki.ovh
037,EMAIL_OTP,5bd76f0b-8aa5-4522-844f-dd7945d73e1d,bench-mail-037@mg.amokrzycki.ovh
037,TOTP,4ee4d473-94b3-42ca-ae3b-9fb15fb46c11,bench-totp-037@mg.amokrzycki.ovh
037,WEBAUTHN,56cd65e1-7ea6-496d-9848-9cf33c447424,bench-waut-037@mg.amokrzycki.ovh
038,NONE,9abe89be-479c-48cf-b00a-f38b94f07dcd,bench-none-038@mg.amokrzycki.ovh
038,EMAIL_OTP,812bb31c-b0d5-4d55-a449-75370577bfe6,bench-mail-038@mg.amokrzycki.ovh
038,TOTP,0b487557-a63b-4538-bdfb-62b51beaf855,bench-totp-038@mg.amokrzycki.ovh
038,WEBAUTHN,a60161c5-65df-4aa8-8dc8-a8aabb03b59e,bench-waut-038@mg.amokrzycki.ovh
039,NONE,3ae3efc6-9ff8-4bb8-bcd0-2f43ef1624cd,bench-none-039@mg.amokrzycki.ovh
039,EMAIL_OTP,da3329a8-01b6-4d1d-90ec-df9be04843b5,bench-mail-039@mg.amokrzycki.ovh
039,TOTP,380217ee-4faf-4616-932c-8fcd94551741,bench-totp-039@mg.amokrzycki.ovh
039,WEBAUTHN,7ce7ac57-fee7-4b46-949a-14cb81e2e6f8,bench-waut-039@mg.amokrzycki.ovh
040,NONE,d85fa1c2-44df-4c9d-be7d-638a2159ab50,bench-none-040@mg.amokrzycki.ovh
040,EMAIL_OTP,65df3bff-c305-4202-bdd1-8a039feaeaac,bench-mail-040@mg.amokrzycki.ovh
040,TOTP,c0b21c56-6d2a-4606-ba29-40f35ace32f2,bench-totp-040@mg.amokrzycki.ovh
040,WEBAUTHN,918fa51d-593e-40d2-94f1-5cba1c1382b2,bench-waut-040@mg.amokrzycki.ovh
041,NONE,4cc1f00f-0666-4d6f-b45d-5e259bded61f,bench-none-041@mg.amokrzycki.ovh
041,EMAIL_OTP,2e647626-5cb8-4bf5-afdb-cee5729ecae0,bench-mail-041@mg.amokrzycki.ovh
041,TOTP,766f197a-4c8d-4d96-8e28-b5be99cbdd15,bench-totp-041@mg.amokrzycki.ovh
041,WEBAUTHN,7175ebd2-273b-4c8b-ae5d-693ca621f8be,bench-waut-041@mg.amokrzycki.ovh
042,NONE,ce68051e-cbb0-44b7-b1f6-e2db71a12ad2,bench-none-042@mg.amokrzycki.ovh
042,EMAIL_OTP,1f0719cb-2ffa-498a-a4c3-d36ee7741e4d,bench-mail-042@mg.amokrzycki.ovh
042,TOTP,b08bda64-2557-49c5-80f3-8e2bc68c3270,bench-totp-042@mg.amokrzycki.ovh
042,WEBAUTHN,d59ce689-b892-4829-aa80-6c54906c69cf,bench-waut-042@mg.amokrzycki.ovh
043,NONE,81566e5e-df8e-4fc9-9f06-4231efe7c51b,bench-none-043@mg.amokrzycki.ovh
043,EMAIL_OTP,f86dc21a-6280-44ff-b900-32c7ada456e8,bench-mail-043@mg.amokrzycki.ovh
043,TOTP,5a21d68a-8807-4ef2-8f82-eac596a172e3,bench-totp-043@mg.amokrzycki.ovh
043,WEBAUTHN,f10dd8fa-9e3d-4ba6-9c4d-64153089e3b1,bench-waut-043@mg.amokrzycki.ovh
044,NONE,c0d50099-2b0e-4c5d-b7ac-cd7b2a86b042,bench-none-044@mg.amokrzycki.ovh
044,EMAIL_OTP,3be8d1b3-260f-4eb1-ba3c-51650f498eed,bench-mail-044@mg.amokrzycki.ovh
044,TOTP,bcc76285-435a-4bd8-9d54-bf632176740d,bench-totp-044@mg.amokrzycki.ovh
044,WEBAUTHN,16c72d96-8644-404f-a138-73749a024616,bench-waut-044@mg.amokrzycki.ovh
045,NONE,ef76a796-f816-4eb4-b0dd-cc072d7985d7,bench-none-045@mg.amokrzycki.ovh
045,EMAIL_OTP,9b398c35-0835-4651-a313-bba7653a31ff,bench-mail-045@mg.amokrzycki.ovh
045,TOTP,52406d9d-b663-40c9-a520-0320e22a1981,bench-totp-045@mg.amokrzycki.ovh
045,WEBAUTHN,443f9534-3dc7-47be-97db-f224bcb542d2,bench-waut-045@mg.amokrzycki.ovh
046,NONE,9007ed68-e5db-42cd-a802-fe890f2e806a,bench-none-046@mg.amokrzycki.ovh
046,EMAIL_OTP,c9060369-b36c-4f0b-a46a-5c96a195c557,bench-mail-046@mg.amokrzycki.ovh
046,TOTP,0a86ddfa-ec2f-4055-b3d9-7414abaed241,bench-totp-046@mg.amokrzycki.ovh
046,WEBAUTHN,67e80098-d75e-4bc9-81d3-c308ffa81848,bench-waut-046@mg.amokrzycki.ovh
047,NONE,b45cdcb5-9029-44fc-a081-259a15bedb68,bench-none-047@mg.amokrzycki.ovh
047,EMAIL_OTP,a4829ef4-ef1f-4a07-b161-be896b0e8dec,bench-mail-047@mg.amokrzycki.ovh
047,TOTP,1c07956b-ceb0-4b5e-93c0-116d72a2f47b,bench-totp-047@mg.amokrzycki.ovh
047,WEBAUTHN,8e0696b5-32e6-4647-a5ad-d73f8b6b76c0,bench-waut-047@mg.amokrzycki.ovh
048,NONE,66e835dd-409e-440e-8d87-44ae440b20e5,bench-none-048@mg.amokrzycki.ovh
048,EMAIL_OTP,e559e621-c93c-4d02-85d5-808a750b7cd6,bench-mail-048@mg.amokrzycki.ovh
048,TOTP,6ab0abd7-db06-4ea8-aa45-753220f3d934,bench-totp-048@mg.amokrzycki.ovh
048,WEBAUTHN,0c232772-57f2-4806-aae1-47e2245bb25c,bench-waut-048@mg.amokrzycki.ovh
049,NONE,9e2aaa7c-98bc-4f08-9aa2-be3e231cf093,bench-none-049@mg.amokrzycki.ovh
049,EMAIL_OTP,39961be8-5fde-4c8a-8f49-ddff1597dbde,bench-mail-049@mg.amokrzycki.ovh
049,TOTP,1f422eca-36a0-41d7-ab9e-b7db31cf566c,bench-totp-049@mg.amokrzycki.ovh
049,WEBAUTHN,ac06516e-533e-4162-b0e9-d42c731cc4d3,bench-waut-049@mg.amokrzycki.ovh
050,NONE,948d7ede-f347-42f4-8bcb-af225d5d8a3a,bench-none-050@mg.amokrzycki.ovh
050,EMAIL_OTP,3028c61d-3d54-45c0-98a3-3af43a8524be,bench-mail-050@mg.amokrzycki.ovh
050,TOTP,af06895d-5012-45a4-a832-c9b442cdc092,bench-totp-050@mg.amokrzycki.ovh
050,WEBAUTHN,8d6b42cc-d7c4-4de7-b9c1-eca6e0682377,bench-waut-050@mg.amokrzycki.ovh
